OrderID,Year,Month,Region,Product,Category,Quantity,UnitPrice,Sales,CustomerRating
1026,2023,11,West,Laptop,Computers,4,100,400,4
1027,2022,11,East,Phone,Mobile,3,50,150,3
1028,2024,10,West,Phone,Mobile,7,300,2100,1
1029,2023,3,North,Laptop,Computers,12,50,600,4
1030,2023,12,West,Smartwatch,Accessories,2,100,200,5
1031,2023,12,East,Smartwatch,Accessories,6,800,4800,2
1032,2022,4,West,Laptop,Computers,6,200,1200,2
1033,2022,8,Central,Headphones,Accessories,15,200,3000,4
1034,2023,4,Central,Laptop,Computers,15,800,12000,4
1035,2023,8,South,Phone,Mobile,7,500,3500,3
1036,2023,1,Central,Tablet,Mobile,4,500,2000,1
1037,2025,8,West,Tablet,Mobile,3,100,300,2
1038,2023,11,Central,Tablet,Mobile,4,300,1200,2
1039,2022,7,Central,Smartwatch,Accessories,9,200,1800,4
1040,2025,5,North,Phone,Mobile,10,1000,10000,4
1041,2023,6,West,Camera,Electronics,14,200,2800,5
1042,2022,7,North,Phone,Mobile,15,150,2250,1
1043,2025,9,West,Headphones,Accessories,12,50,600,4
1044,2025,8,South,Camera,Electronics,14,100,1400,1
1045,2025,4,South,Smartwatch,Accessories,13,50,650,3
1046,2022,8,East,Tablet,Mobile,4,100,400,2
1047,2025,8,South,Camera,Electronics,8,50,400,4
1048,2025,12,North,Phone,Mobile,13,500,6500,1
1049,2022,5,West,Headphones,Accessories,15,500,7500,3
1050,2022,10,East,Camera,Electronics,10,200,2000,1
1051,2022,2,West,Smartwatch,Accessories,15,500,7500,3
1052,2024,6,South,Headphones,Accessories,10,50,500,5
1053,2023,6,South,Camera,Electronics,2,200,400,5
1054,2023,12,South,Laptop,Computers,11,1000,11000,3
1055,2025,5,North,Tablet,Mobile,15,300,4500,1
1056,2025,9,Central,Tablet,Mobile,6,1000,6000,1
1057,2025,10,East,Headphones,Accessories,12,300,3600,1
1058,2022,2,West,Phone,Mobile,15,1000,15000,2
1059,2023,5,North,Tablet,Mobile,2,100,200,2
1060,2022,5,West,Headphones,Accessories,3,200,600,5
1061,2025,8,North,Phone,Mobile,8,500,4000,3
1062,2023,9,East,Phone,Mobile,2,50,100,4
1063,2025,10,Central,Smartwatch,Accessories,6,500,3000,5
1064,2023,5,South,Headphones,Accessories,8,300,2400,3
1065,2024,1,South,Phone,Mobile,8,500,4000,3
1066,2023,12,Central,Tablet,Mobile,8,150,1200,3
1067,2023,4,North,Phone,Mobile,3,150,450,1
1068,2025,5,East,Tablet,Mobile,10,150,1500,2
1069,2024,6,South,Phone,Mobile,9,50,450,3
1070,2024,2,North,Headphones,Accessories,9,150,1350,4
1071,2025,6,South,Headphones,Accessories,13,150,1950,1
1072,2024,8,East,Camera,Electronics,9,500,4500,5
1073,2024,12,North,Camera,Electronics,3,1000,3000,4
1074,2024,1,West,Laptop,Computers,3,100,300,5
1075,2022,6,North,Phone,Mobile,8,500,4000,5
1076,2024,4,North,Camera,Electronics,4,200,800,1
1077,2022,9,West,Smartwatch,Accessories,14,1000,14000,2
1078,2024,7,South,Headphones,Accessories,6,50,300,4
1079,2022,5,East,Tablet,Mobile,7,500,3500,3
1080,2023,12,West,Tablet,Mobile,8,100,800,4
1081,2025,12,West,Headphones,Accessories,5,150,750,2
1082,2023,4,East,Smartwatch,Accessories,10,100,1000,4
1083,2025,2,North,Smartwatch,Accessories,6,100,600,4
1084,2025,3,Central,Camera,Electronics,15,300,4500,4
1085,2023,3,West,Camera,Electronics,10,150,1500,3
1086,2024,10,East,Smartwatch,Accessories,8,50,400,4
1087,2023,1,North,Smartwatch,Accessories,12,1000,12000,2
1088,2022,11,East,Tablet,Mobile,5,1000,5000,4
1089,2022,2,East,Phone,Mobile,8,200,1600,4
1090,2025,10,West,Laptop,Computers,10,500,5000,3
1091,2022,6,Central,Camera,Electronics,11,1000,11000,5
1092,2023,10,North,Laptop,Computers,14,300,4200,2
1093,2024,3,North,Tablet,Mobile,8,150,1200,3
1094,2022,5,East,Tablet,Mobile,7,500,3500,5
1095,2023,11,South,Camera,Electronics,15,100,1500,1
1096,2024,6,East,Smartwatch,Accessories,13,150,1950,3
1097,2022,9,Central,Camera,Electronics,12,500,6000,3
1098,2024,6,West,Phone,Mobile,1,150,150,4
1099,2022,4,South,Tablet,Mobile,15,150,2250,5
1100,2022,7,West,Phone,Mobile,14,200,2800,1
1101,2022,8,East,Laptop,Computers,14,150,2100,3
1102,2025,10,Central,Camera,Electronics,6,150,900,3
1103,2022,12,North,Phone,Mobile,12,300,3600,2
1104,2023,5,South,Phone,Mobile,14,150,2100,2
1105,2022,2,North,Phone,Mobile,2,800,1600,4
1106,2022,1,Central,Headphones,Accessories,1,200,200,5
1107,2024,1,North,Laptop,Computers,8,100,800,3
1108,2022,10,South,Camera,Electronics,1,100,100,5
1109,2022,2,South,Phone,Mobile,3,500,1500,3
1110,2023,9,Central,Smartwatch,Accessories,6,500,3000,2
1111,2022,10,North,Smartwatch,Accessories,10,100,1000,5
1112,2024,3,Central,Phone,Mobile,12,200,2400,1
1113,2025,6,Central,Camera,Electronics,2,200,400,2
1114,2023,6,West,Headphones,Accessories,11,100,1100,4
1115,2025,2,East,Phone,Mobile,9,200,1800,1
1116,2025,6,East,Headphones,Accessories,2,150,300,5
1117,2024,8,North,Camera,Electronics,1,100,100,4
1118,2025,4,Central,Tablet,Mobile,8,300,2400,4
1119,2023,2,West,Tablet,Mobile,14,800,11200,3
1120,2022,7,West,Phone,Mobile,1,1000,1000,5
1121,2022,3,West,Camera,Electronics,11,100,1100,4
1122,2023,2,East,Camera,Electronics,10,100,1000,2
1123,2022,4,West,Tablet,Mobile,4,800,3200,4
1124,2025,6,West,Tablet,Mobile,13,300,3900,5
1125,2023,8,North,Headphones,Accessories,8,300,2400,1
1126,2023,11,South,Tablet,Mobile,8,1000,8000,1
1127,2022,8,North,Laptop,Computers,12,50,600,2
1128,2023,5,Central,Headphones,Accessories,10,500,5000,5
1129,2025,8,South,Laptop,Computers,13,100,1300,3
1130,2024,9,East,Camera,Electronics,8,1000,8000,5
1131,2025,2,West,Smartwatch,Accessories,1,50,50,4
1132,2025,8,North,Tablet,Mobile,14,800,11200,1
1133,2023,8,West,Phone,Mobile,9,300,2700,2
1134,2025,2,Central,Tablet,Mobile,12,800,9600,4
1135,2025,9,South,Camera,Electronics,9,1000,9000,5
1136,2025,10,West,Laptop,Computers,7,300,2100,5
1137,2024,1,North,Camera,Electronics,6,300,1800,5
1138,2024,12,Central,Laptop,Computers,3,500,1500,1
1139,2022,7,East,Camera,Electronics,6,800,4800,3
1140,2023,4,South,Headphones,Accessories,6,50,300,3
1141,2024,2,East,Smartwatch,Accessories,2,100,200,2
1142,2022,8,West,Laptop,Computers,9,500,4500,5
1143,2024,1,West,Smartwatch,Accessories,15,800,12000,5
1144,2025,6,Central,Laptop,Computers,6,800,4800,1
1145,2024,8,Central,Headphones,Accessories,2,200,400,3
1146,2024,7,South,Phone,Mobile,10,300,3000,4
1147,2023,5,East,Camera,Electronics,14,100,1400,1
1148,2023,10,North,Tablet,Mobile,10,800,8000,5
1149,2024,2,Central,Laptop,Computers,10,500,5000,5
1150,2024,2,East,Headphones,Accessories,7,200,1400,5
1151,2023,7,West,Tablet,Mobile,7,500,3500,3
1152,2023,1,Central,Smartwatch,Accessories,9,1000,9000,2
1153,2025,5,Central,Smartwatch,Accessories,8,200,1600,5
1154,2023,6,West,Headphones,Accessories,15,50,750,2
1155,2025,7,East,Phone,Mobile,3,300,900,1
1156,2024,5,South,Camera,Electronics,4,800,3200,3
1157,2025,4,North,Camera,Electronics,10,200,2000,2
1158,2024,8,West,Phone,Mobile,1,200,200,5
1159,2023,3,East,Headphones,Accessories,7,50,350,2
1160,2023,11,North,Laptop,Computers,5,300,1500,4
1161,2024,10,East,Laptop,Computers,1,100,100,1
1162,2022,7,South,Headphones,Accessories,15,500,7500,2
1163,2024,8,North,Laptop,Computers,10,100,1000,2
1164,2024,10,West,Smartwatch,Accessories,2,500,1000,2
1165,2022,3,South,Headphones,Accessories,4,150,600,3
1166,2022,8,Central,Headphones,Accessories,7,300,2100,3
1167,2025,8,South,Camera,Electronics,2,500,1000,3
1168,2024,5,North,Phone,Mobile,6,1000,6000,5
1169,2023,5,Central,Laptop,Computers,14,50,700,4
1170,2022,9,South,Tablet,Mobile,11,500,5500,4
1171,2024,5,North,Headphones,Accessories,1,800,800,2
1172,2025,11,East,Tablet,Mobile,4,150,600,4
1173,2025,8,West,Laptop,Computers,5,100,500,3
1174,2023,12,East,Camera,Electronics,7,100,700,5
1175,2024,8,North,Laptop,Computers,6,800,4800,1
1176,2025,11,South,Camera,Electronics,11,150,1650,1
1177,2024,10,North,Headphones,Accessories,4,300,1200,1
1178,2025,6,West,Phone,Mobile,4,150,600,4
1179,2023,11,Central,Camera,Electronics,3,300,900,3
1180,2025,6,South,Tablet,Mobile,4,100,400,4
1181,2022,1,Central,Headphones,Accessories,14,200,2800,5
1182,2025,4,East,Camera,Electronics,4,100,400,2
1183,2024,3,North,Laptop,Computers,7,800,5600,3
1184,2022,12,Central,Phone,Mobile,10,100,1000,4
1185,2022,4,South,Headphones,Accessories,14,1000,14000,2
1186,2025,3,West,Tablet,Mobile,5,1000,5000,2
1187,2023,7,South,Smartwatch,Accessories,4,300,1200,4
1188,2024,4,Central,Phone,Mobile,1,300,300,4
1189,2022,1,West,Phone,Mobile,6,1000,6000,2
1190,2023,12,West,Tablet,Mobile,12,800,9600,4
1191,2022,2,Central,Camera,Electronics,10,300,3000,1
1192,2025,6,Central,Laptop,Computers,6,200,1200,5
1193,2022,5,Central,Camera,Electronics,12,50,600,5
1194,2024,3,Central,Headphones,Accessories,5,800,4000,1
1195,2023,9,West,Smartwatch,Accessories,3,300,900,3
1196,2024,12,Central,Headphones,Accessories,3,100,300,4
1197,2024,1,South,Phone,Mobile,5,100,500,4
1198,2025,5,East,Tablet,Mobile,12,500,6000,5
1199,2025,3,East,Tablet,Mobile,9,500,4500,4
1200,2022,4,South,Phone,Mobile,9,1000,9000,1
1201,2025,5,South,Phone,Mobile,3,50,150,4
1202,2022,8,East,Headphones,Accessories,2,1000,2000,5
1203,2022,12,South,Headphones,Accessories,8,1000,8000,1
1204,2024,3,South,Tablet,Mobile,2,200,400,5
1205,2022,9,Central,Tablet,Mobile,10,200,2000,2
1206,2023,8,North,Headphones,Accessories,15,100,1500,3
1207,2025,6,Central,Laptop,Computers,5,100,500,1
1208,2022,8,West,Tablet,Mobile,3,50,150,4
1209,2024,1,Central,Camera,Electronics,5,50,250,4
1210,2023,1,East,Tablet,Mobile,12,150,1800,3
1211,2025,2,West,Laptop,Computers,12,100,1200,3
1212,2022,1,South,Phone,Mobile,4,800,3200,2
1213,2024,11,South,Headphones,Accessories,13,800,10400,1
1214,2024,11,Central,Tablet,Mobile,8,800,6400,2
1215,2024,9,South,Tablet,Mobile,11,100,1100,4
1216,2025,5,Central,Headphones,Accessories,15,800,12000,5
1217,2024,10,South,Headphones,Accessories,2,800,1600,4
1218,2022,9,East,Camera,Electronics,7,100,700,4
1219,2025,9,Central,Camera,Electronics,4,150,600,1
1220,2022,8,East,Tablet,Mobile,8,800,6400,2
1221,2023,9,West,Phone,Mobile,11,300,3300,3
1222,2022,9,North,Smartwatch,Accessories,1,100,100,5
1223,2025,11,Central,Headphones,Accessories,7,100,700,3
1224,2022,2,West,Tablet,Mobile,5,100,500,2
1225,2022,2,West,Phone,Mobile,14,800,11200,3
1226,2025,10,East,Tablet,Mobile,10,1000,10000,3
1227,2022,12,Central,Phone,Mobile,4,150,600,3
1228,2022,1,West,Camera,Electronics,2,800,1600,1
1229,2025,12,West,Laptop,Computers,3,1000,3000,5
1230,2024,12,West,Camera,Electronics,8,300,2400,3
1231,2022,4,North,Laptop,Computers,3,150,450,1
1232,2023,8,South,Camera,Electronics,4,50,200,2
1233,2022,5,West,Headphones,Accessories,14,200,2800,2
1234,2022,3,South,Headphones,Accessories,7,50,350,4
1235,2025,10,South,Headphones,Accessories,8,50,400,2
1236,2022,6,North,Tablet,Mobile,10,800,8000,1
1237,2025,8,Central,Camera,Electronics,14,800,11200,5
1238,2022,8,West,Camera,Electronics,9,300,2700,4
1239,2023,12,North,Smartwatch,Accessories,10,1000,10000,5
1240,2022,5,West,Laptop,Computers,7,500,3500,4
1241,2025,12,West,Laptop,Computers,8,500,4000,1
1242,2025,6,West,Phone,Mobile,5,200,1000,2
1243,2025,3,East,Smartwatch,Accessories,4,500,2000,4
1244,2025,3,Central,Headphones,Accessories,14,500,7000,2
1245,2025,3,South,Tablet,Mobile,12,100,1200,2
1246,2022,7,West,Phone,Mobile,10,1000,10000,3
1247,2022,6,East,Phone,Mobile,4,50,200,3
1248,2022,2,East,Camera,Electronics,3,150,450,4
1249,2022,9,South,Laptop,Computers,10,200,2000,4
1250,2022,9,East,Tablet,Mobile,6,500,3000,2
1251,2022,8,West,Camera,Electronics,14,100,1400,1
1252,2022,9,North,Laptop,Computers,13,100,1300,2
1253,2024,3,East,Camera,Electronics,2,200,400,4
1254,2023,11,East,Smartwatch,Accessories,8,100,800,3
1255,2025,7,North,Phone,Mobile,2,200,400,2
1256,2023,2,East,Headphones,Accessories,6,300,1800,3
1257,2024,11,South,Camera,Electronics,13,800,10400,2
1258,2023,7,West,Smartwatch,Accessories,7,200,1400,4
1259,2022,8,South,Headphones,Accessories,14,500,7000,1
1260,2022,6,East,Camera,Electronics,13,100,1300,4
1261,2025,1,South,Phone,Mobile,7,50,350,5
1262,2025,7,Central,Laptop,Computers,11,300,3300,3
1263,2024,1,East,Camera,Electronics,12,500,6000,5
1264,2025,8,South,Smartwatch,Accessories,15,150,2250,5
1265,2024,11,West,Smartwatch,Accessories,13,1000,13000,2
1266,2024,7,South,Tablet,Mobile,2,50,100,5
1267,2022,9,Central,Smartwatch,Accessories,5,200,1000,3
1268,2022,1,Central,Smartwatch,Accessories,6,150,900,5
1269,2025,9,North,Tablet,Mobile,4,300,1200,1
1270,2022,1,North,Tablet,Mobile,5,500,2500,4
1271,2025,6,South,Tablet,Mobile,10,50,500,5
1272,2024,5,East,Smartwatch,Accessories,12,200,2400,5
1273,2023,2,East,Camera,Electronics,3,800,2400,5
1274,2025,2,South,Smartwatch,Accessories,4,500,2000,4
1275,2022,7,South,Headphones,Accessories,2,100,200,4
1276,2024,11,Central,Phone,Mobile,8,100,800,4
1277,2024,10,West,Smartwatch,Accessories,9,800,7200,4
1278,2025,3,South,Headphones,Accessories,12,1000,12000,5
1279,2023,12,Central,Phone,Mobile,8,1000,8000,5
1280,2025,8,North,Laptop,Computers,12,200,2400,2
1281,2025,2,North,Smartwatch,Accessories,6,100,600,3
1282,2023,2,East,Smartwatch,Accessories,5,50,250,3
1283,2025,1,South,Tablet,Mobile,5,300,1500,2
1284,2024,5,South,Smartwatch,Accessories,7,50,350,2
1285,2022,9,East,Camera,Electronics,8,50,400,1
1286,2024,10,West,Laptop,Computers,7,1000,7000,3
1287,2023,9,West,Headphones,Accessories,8,150,1200,4
1288,2024,2,Central,Camera,Electronics,8,150,1200,5
1289,2025,6,Central,Headphones,Accessories,7,200,1400,1
1290,2024,11,North,Camera,Electronics,15,1000,15000,2
1291,2022,11,Central,Camera,Electronics,1,300,300,1
1292,2023,8,Central,Phone,Mobile,10,50,500,1
1293,2022,5,South,Laptop,Computers,11,150,1650,2
1294,2022,9,Central,Camera,Electronics,14,1000,14000,3
1295,2025,1,East,Headphones,Accessories,10,50,500,4
1296,2024,7,East,Phone,Mobile,7,50,350,1
1297,2024,3,South,Laptop,Computers,2,150,300,3
1298,2025,11,South,Laptop,Computers,3,300,900,1
1299,2022,12,North,Smartwatch,Accessories,6,150,900,3
1300,2023,7,East,Headphones,Accessories,2,500,1000,3
1301,2022,4,South,Headphones,Accessories,14,100,1400,5
1302,2025,2,East,Smartwatch,Accessories,4,1000,4000,1
1303,2022,8,North,Tablet,Mobile,8,800,6400,4
1304,2024,9,Central,Camera,Electronics,4,50,200,1
1305,2024,10,West,Phone,Mobile,13,150,1950,4
1306,2023,6,Central,Laptop,Computers,14,200,2800,2
1307,2025,1,North,Phone,Mobile,9,800,7200,4
1308,2022,1,West,Smartwatch,Accessories,5,150,750,3
1309,2024,11,South,Smartwatch,Accessories,5,800,4000,5
1310,2023,12,Central,Smartwatch,Accessories,5,50,250,5
1311,2025,12,North,Laptop,Computers,5,100,500,2
1312,2025,4,Central,Camera,Electronics,9,300,2700,5
1313,2024,12,West,Tablet,Mobile,15,500,7500,3
1314,2024,4,West,Phone,Mobile,11,500,5500,5
1315,2022,10,West,Tablet,Mobile,1,150,150,1
1316,2025,9,West,Laptop,Computers,11,150,1650,4
1317,2022,11,West,Smartwatch,Accessories,2,100,200,1
1318,2024,7,South,Tablet,Mobile,14,800,11200,1
1319,2023,8,North,Laptop,Computers,8,500,4000,2
1320,2024,4,North,Camera,Electronics,1,300,300,5
1321,2023,8,East,Camera,Electronics,5,200,1000,1
1322,2022,4,West,Tablet,Mobile,8,200,1600,1
1323,2023,9,South,Tablet,Mobile,10,1000,10000,5
1324,2022,10,South,Camera,Electronics,11,150,1650,1
1325,2024,4,North,Phone,Mobile,5,200,1000,5
1326,2022,7,North,Smartwatch,Accessories,5,1000,5000,3
1327,2024,2,Central,Headphones,Accessories,14,800,11200,4
1328,2023,1,East,Headphones,Accessories,6,50,300,4
1329,2022,7,South,Smartwatch,Accessories,8,500,4000,3
1330,2023,12,West,Laptop,Computers,15,50,750,1
1331,2024,5,North,Phone,Mobile,4,150,600,1
1332,2022,10,East,Laptop,Computers,8,800,6400,3
1333,2023,6,North,Phone,Mobile,2,1000,2000,3
1334,2022,10,Central,Smartwatch,Accessories,13,200,2600,4
1335,2022,2,North,Laptop,Computers,11,1000,11000,1
1336,2023,1,West,Headphones,Accessories,6,100,600,1
1337,2022,2,North,Tablet,Mobile,10,800,8000,5
1338,2025,2,Central,Laptop,Computers,5,800,4000,4
1339,2025,7,West,Phone,Mobile,14,50,700,4
1340,2024,11,North,Smartwatch,Accessories,10,100,1000,4
1341,2022,2,North,Smartwatch,Accessories,6,200,1200,5
1342,2023,11,Central,Camera,Electronics,2,200,400,3
1343,2025,3,South,Tablet,Mobile,7,1000,7000,2
1344,2024,10,West,Laptop,Computers,1,150,150,5
1345,2024,10,Central,Camera,Electronics,13,500,6500,2
1346,2024,5,East,Phone,Mobile,8,300,2400,1
1347,2022,4,Central,Smartwatch,Accessories,10,150,1500,5
1348,2023,4,South,Laptop,Computers,7,500,3500,1
1349,2025,10,East,Tablet,Mobile,4,1000,4000,5
1350,2025,6,South,Smartwatch,Accessories,6,300,1800,1
1351,2025,4,North,Headphones,Accessories,15,50,750,2
1352,2023,4,West,Camera,Electronics,4,1000,4000,3
1353,2025,3,North,Camera,Electronics,7,200,1400,3
1354,2022,9,North,Laptop,Computers,2,500,1000,2
1355,2024,1,North,Tablet,Mobile,8,200,1600,2
1356,2023,5,South,Phone,Mobile,5,150,750,3
1357,2023,1,South,Smartwatch,Accessories,4,150,600,3
1358,2025,11,North,Laptop,Computers,1,150,150,3
1359,2023,6,East,Phone,Mobile,5,1000,5000,2
1360,2022,2,South,Smartwatch,Accessories,13,800,10400,2
1361,2024,6,Central,Phone,Mobile,4,800,3200,4
1362,2023,9,East,Camera,Electronics,4,50,200,2
1363,2024,3,Central,Tablet,Mobile,4,50,200,5
1364,2025,11,Central,Headphones,Accessories,4,100,400,1
1365,2024,8,Central,Phone,Mobile,9,800,7200,4
1366,2025,12,West,Phone,Mobile,6,500,3000,4
1367,2022,4,South,Tablet,Mobile,10,800,8000,2
1368,2025,4,East,Headphones,Accessories,14,200,2800,4
1369,2024,5,Central,Headphones,Accessories,10,150,1500,1
1370,2024,8,Central,Phone,Mobile,13,100,1300,3
1371,2025,9,Central,Phone,Mobile,10,50,500,3
1372,2025,7,East,Headphones,Accessories,8,1000,8000,4
1373,2022,3,West,Tablet,Mobile,5,800,4000,2
1374,2024,2,East,Tablet,Mobile,11,100,1100,5
1375,2024,4,North,Smartwatch,Accessories,9,100,900,1
1376,2023,6,South,Laptop,Computers,6,50,300,3
1377,2023,12,Central,Tablet,Mobile,5,300,1500,2
1378,2022,5,East,Camera,Electronics,12,300,3600,3
1379,2025,11,Central,Headphones,Accessories,7,50,350,2
1380,2023,8,South,Headphones,Accessories,4,200,800,5
1381,2025,6,North,Smartwatch,Accessories,13,1000,13000,3
1382,2023,8,West,Phone,Mobile,7,800,5600,5
1383,2023,5,North,Laptop,Computers,6,150,900,4
1384,2024,4,West,Camera,Electronics,14,500,7000,4
1385,2024,6,Central,Camera,Electronics,13,800,10400,1
1386,2023,3,East,Smartwatch,Accessories,13,50,650,5
1387,2025,4,West,Camera,Electronics,13,800,10400,1
1388,2025,2,East,Smartwatch,Accessories,7,200,1400,5
1389,2022,3,North,Headphones,Accessories,11,300,3300,5
1390,2022,3,South,Phone,Mobile,1,1000,1000,1
1391,2023,5,Central,Headphones,Accessories,5,200,1000,1
1392,2022,3,East,Headphones,Accessories,1,500,500,4
1393,2023,9,West,Headphones,Accessories,3,100,300,4
1394,2023,3,South,Camera,Electronics,2,800,1600,3
1395,2023,10,Central,Headphones,Accessories,14,1000,14000,3
1396,2024,4,North,Smartwatch,Accessories,4,1000,4000,2
1397,2023,9,East,Headphones,Accessories,2,800,1600,5
1398,2022,12,North,Headphones,Accessories,8,1000,8000,3
1399,2024,12,East,Camera,Electronics,15,1000,15000,4
1400,2025,4,South,Smartwatch,Accessories,14,150,2100,5
1401,2025,11,South,Camera,Electronics,7,1000,7000,5
1402,2023,3,East,Laptop,Computers,7,50,350,5
1403,2023,8,West,Tablet,Mobile,11,100,1100,5
1404,2022,9,East,Laptop,Computers,6,100,600,4
1405,2023,9,North,Headphones,Accessories,3,300,900,4
1406,2025,6,West,Laptop,Computers,2,1000,2000,2
1407,2024,2,South,Headphones,Accessories,1,50,50,3
1408,2025,8,North,Camera,Electronics,12,1000,12000,1
1409,2025,3,West,Smartwatch,Accessories,11,200,2200,3
1410,2022,3,East,Phone,Mobile,3,50,150,1
1411,2023,2,North,Smartwatch,Accessories,12,800,9600,3
1412,2023,4,North,Phone,Mobile,8,500,4000,5
1413,2022,7,East,Phone,Mobile,8,50,400,4
1414,2022,7,South,Laptop,Computers,10,50,500,2
1415,2023,2,North,Tablet,Mobile,15,200,3000,4
1416,2023,11,North,Laptop,Computers,1,500,500,2
1417,2023,1,West,Laptop,Computers,13,150,1950,5
1418,2024,9,South,Laptop,Computers,14,500,7000,5
1419,2025,2,South,Phone,Mobile,15,800,12000,2
1420,2023,1,West,Laptop,Computers,6,500,3000,3
1421,2025,4,North,Laptop,Computers,7,200,1400,3
1422,2022,2,South,Camera,Electronics,10,500,5000,4
1423,2022,12,Central,Tablet,Mobile,13,1000,13000,5
1424,2024,11,West,Phone,Mobile,5,100,500,2
1425,2025,2,East,Tablet,Mobile,3,500,1500,1
1426,2025,9,South,Smartwatch,Accessories,15,1000,15000,5
1427,2023,1,Central,Smartwatch,Accessories,12,50,600,1
1428,2023,10,North,Tablet,Mobile,4,800,3200,1
1429,2024,4,South,Phone,Mobile,6,1000,6000,4
1430,2023,12,Central,Phone,Mobile,11,50,550,4
1431,2023,5,East,Camera,Electronics,15,500,7500,1
1432,2024,1,South,Smartwatch,Accessories,13,800,10400,3
1433,2022,11,South,Tablet,Mobile,4,200,800,2
1434,2024,3,West,Smartwatch,Accessories,14,800,11200,1
1435,2022,4,North,Laptop,Computers,14,1000,14000,2
1436,2023,10,Central,Phone,Mobile,3,100,300,2
1437,2025,12,West,Phone,Mobile,9,100,900,3
1438,2023,7,South,Phone,Mobile,12,200,2400,5
1439,2025,11,South,Phone,Mobile,5,300,1500,3
1440,2025,7,South,Headphones,Accessories,2,500,1000,4
1441,2023,8,North,Headphones,Accessories,7,800,5600,4
1442,2024,10,Central,Headphones,Accessories,14,100,1400,2
1443,2024,7,West,Smartwatch,Accessories,12,150,1800,3
1444,2025,2,East,Headphones,Accessories,5,800,4000,2
1445,2023,4,North,Camera,Electronics,8,200,1600,1
1446,2025,7,West,Smartwatch,Accessories,12,500,6000,4
1447,2025,5,Central,Camera,Electronics,6,800,4800,1
1448,2022,7,Central,Headphones,Accessories,15,50,750,2
1449,2024,12,East,Phone,Mobile,13,800,10400,5
1450,2022,11,West,Camera,Electronics,8,500,4000,4
1451,2025,1,East,Camera,Electronics,4,200,800,1
1452,2024,10,West,Camera,Electronics,11,150,1650,2
1453,2022,2,North,Tablet,Mobile,4,150,600,4
1454,2023,7,South,Headphones,Accessories,12,100,1200,4
1455,2025,10,East,Tablet,Mobile,12,300,3600,4
1456,2022,11,Central,Camera,Electronics,14,100,1400,3
1457,2025,12,East,Phone,Mobile,5,200,1000,1
1458,2022,2,North,Phone,Mobile,14,1000,14000,4
1459,2025,3,South,Smartwatch,Accessories,7,300,2100,3
1460,2023,8,South,Phone,Mobile,12,150,1800,5
1461,2023,4,North,Laptop,Computers,8,200,1600,2
1462,2025,11,Central,Phone,Mobile,5,800,4000,1
1463,2024,2,West,Camera,Electronics,3,100,300,1
1464,2022,10,South,Tablet,Mobile,2,500,1000,4
1465,2022,1,East,Headphones,Accessories,11,100,1100,1
1466,2022,4,Central,Camera,Electronics,10,50,500,1
1467,2025,8,East,Headphones,Accessories,10,300,3000,5
1468,2024,6,South,Headphones,Accessories,6,500,3000,3
1469,2022,6,East,Camera,Electronics,7,800,5600,1
1470,2023,1,Central,Laptop,Computers,8,800,6400,1
1471,2024,8,Central,Smartwatch,Accessories,5,200,1000,4
1472,2022,11,East,Smartwatch,Accessories,7,200,1400,1
1473,2024,11,West,Camera,Electronics,6,50,300,2
1474,2022,6,West,Smartwatch,Accessories,8,800,6400,4
1475,2025,5,Central,Camera,Electronics,14,100,1400,2
1476,2023,8,North,Camera,Electronics,3,50,150,3
1477,2023,8,North,Camera,Electronics,9,1000,9000,4
1478,2023,4,South,Camera,Electronics,9,200,1800,1
1479,2023,6,West,Laptop,Computers,7,50,350,3
1480,2025,11,North,Phone,Mobile,12,300,3600,2
1481,2022,12,East,Smartwatch,Accessories,11,1000,11000,2
1482,2024,7,West,Smartwatch,Accessories,13,100,1300,5
1483,2023,5,North,Headphones,Accessories,13,200,2600,3
1484,2024,12,Central,Laptop,Computers,2,100,200,2
1485,2023,6,West,Camera,Electronics,2,500,1000,5
1486,2022,10,Central,Camera,Electronics,1,300,300,2
1487,2024,11,South,Headphones,Accessories,7,500,3500,5
1488,2022,7,North,Camera,Electronics,10,200,2000,5
1489,2024,4,West,Headphones,Accessories,6,150,900,4
1490,2023,12,North,Phone,Mobile,10,300,3000,5
1491,2024,12,Central,Tablet,Mobile,5,100,500,4
1492,2025,5,West,Camera,Electronics,14,200,2800,1
1493,2023,12,North,Tablet,Mobile,3,200,600,2
1494,2024,11,South,Headphones,Accessories,12,800,9600,1
1495,2025,11,West,Smartwatch,Accessories,7,500,3500,3
1496,2024,5,South,Headphones,Accessories,7,100,700,5
1497,2024,10,North,Headphones,Accessories,2,150,300,3
1498,2023,8,West,Headphones,Accessories,11,150,1650,3
1499,2023,12,North,Phone,Mobile,4,200,800,3
1500,2023,7,West,Camera,Electronics,14,100,1400,2
1501,2025,3,North,Laptop,Computers,2,500,1000,1
1502,2025,3,West,Smartwatch,Accessories,11,500,5500,2
1503,2025,8,East,Laptop,Computers,2,200,400,5
1504,2022,8,West,Phone,Mobile,11,800,8800,3
1505,2024,1,North,Camera,Electronics,11,1000,11000,1
1506,2023,1,Central,Laptop,Computers,2,1000,2000,5
1507,2022,10,South,Smartwatch,Accessories,8,300,2400,4
1508,2024,10,South,Headphones,Accessories,11,800,8800,1
1509,2025,12,North,Tablet,Mobile,2,150,300,4
